Empresa;Linha;Origem;Destino;Serviço;Horario de Saída;Sentido;Dia Operante;Regiao
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202050;08:30:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202070;10:30:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202105;10:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202080;11:30:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202115;11:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202110;14:30:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202145;14:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202130;16:30:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202165;16:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202175;17:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202360;05:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202425;05:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202055;06:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202020;06:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202040;07:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202205;07:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202085;08:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202050;08:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202105;10:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202070;10:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202115;11:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202080;11:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202090;12:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202125;12:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202110;14:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202145;14:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202155;15:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202120;15:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202130;16:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202165;16:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202140;17:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202175;17:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202360;05:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202425;05:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202055;06:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202020;06:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202040;07:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202205;07:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202085;08:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202050;08:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202105;10:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202070;10:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202080;11:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202115;11:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202090;12:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202125;12:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202110;14:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202145;14:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202120;15:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202155;15:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202165;16:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202130;16:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202175;17:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202140;17:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202360;05:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202425;05:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202020;06:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202055;06:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202040;07:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202205;07:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202085;08:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202050;08:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202070;10:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202105;10:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202115;11:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202080;11:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202125;12:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202090;12:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202110;14:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202145;14:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202155;15:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202120;15:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202130;16:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202165;16:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202140;17:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202175;17:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202360;05:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202425;05:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202055;06:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202020;06:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202040;07:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202205;07:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202050;08:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202085;08:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202105;10:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202070;10:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202080;11:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202115;11:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202125;12:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202090;12:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202110;14:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202145;14:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202155;15:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202120;15:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202165;16:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202130;16:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;RECIFE(PE);CARUARU(PE);10202175;17:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - CARUARU(PE) - EXPRESSO;CARUARU(PE);RECIFE(PE);10202140;17:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO CRUZEIRO;RECIFE(PE) - FLORIANO(PI);RECIFE(PE);FLORIANO(PI);20200075;12:30:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO CRUZEIRO;RECIFE(PE) - FLORIANO(PI);FLORIANO(PI);RECIFE(PE);20200070;12:30:00;VOLTA;DOMINGO;LITORAL
VIACAO CRUZEIRO;RECIFE(PE) - FLORIANO(PI);RECIFE(PE);FLORIANO(PI);20200075;12:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO CRUZEIRO;RECIFE(PE) - FLORIANO(PI);FLORIANO(PI);RECIFE(PE);20200070;12:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO CRUZEIRO;RECIFE(PE) - FLORIANO(PI);RECIFE(PE);FLORIANO(PI);20200075;12:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO CRUZEIRO;RECIFE(PE) - FLORIANO(PI);FLORIANO(PI);RECIFE(PE);20200070;12:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10200695;05:45:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10301915;05:45:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10300900;13:00:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10200900;13:00:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10200695;05:45:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10301915;05:45:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10200900;13:00:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10300900;13:00:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10200695;05:45:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10301915;05:45:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10200900;13:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10300900;13:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10200695;05:45:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10301915;05:45:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10200900;13:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10300900;13:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10200695;05:45:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10301915;05:45:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10200900;13:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10300900;13:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10301915;05:45:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10200695;05:45:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10200900;13:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10300900;13:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10301915;05:45:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) VIA DERBY / DANTAS;RECIFE - DANTAS BARRETO(PE);GARANHUNS(PE);10200695;05:45:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10200900;13:00:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - GARANHUNS(PE) via DERBY / DANTAS;GARANHUNS(PE);RECIFE(PE);10300900;13:00:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);RECIFE(PE);ITAPETIM(PE);10201825;19:40:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);ITAPETIM(PE);RECIFE(PE);10200190;22:00:00;VOLTA;SEXTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);RECIFE(PE);ITAPETIM(PE);10201825;19:40:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);ITAPETIM(PE);RECIFE(PE);10200190;22:00:00;VOLTA;DOMINGO;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);RECIFE(PE);ITAPETIM(PE);10201825;19:40:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);ITAPETIM(PE);RECIFE(PE);10200190;22:00:00;VOLTA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);RECIFE(PE);ITAPETIM(PE);10201825;19:40:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);ITAPETIM(PE);RECIFE(PE);10200190;22:00:00;VOLTA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);RECIFE(PE);ITAPETIM(PE);10201825;19:40:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);ITAPETIM(PE);RECIFE(PE);10200190;22:00:00;VOLTA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);RECIFE(PE);ITAPETIM(PE);10201825;19:40:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - ITAPETIM(PE);ITAPETIM(PE);RECIFE(PE);10200190;22:00:00;VOLTA;QUINTA-FEIRA;NORDESTE
VIACAO PROGRESSO;RECIFE(PE) - NATAL(RN);RECIFE(PE);NATAL(RN);10301705;05:30:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - NATAL(RN);NATAL(RN);RECIFE(PE);10201110;05:30:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - NATAL(RN);RECIFE(PE);NATAL(RN);10201705;05:30:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - NATAL(RN);RECIFE(PE);NATAL(RN);10301125;07:30:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - NATAL(RN);NATAL(RN);RECIFE(PE);10201820;07:30:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;RECIFE(PE) - NATAL(RN);NATAL(RN);RECIFE(PE);10301820;07:30:00;VOLTA;SEXTA-FEIRA;LITORAL
