Empresa;Linha;Origem;Destino;Serviço;Horario de Saída;Sentido;Dia Operante;Regiao
VIACAO PROGRESSO;ARAPIRACA(AL) - RECIFE(PE);RECIFE(PE);ARAPIRACA(AL);10201590;22:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;ARAPIRACA(AL) - RECIFE(PE);RECIFE(PE);ARAPIRACA(AL);10301590;22:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;ARAPIRACA(AL) - RECIFE(PE);ARAPIRACA(AL);RECIFE(PE);10201595;22:40:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;ARAPIRACA(AL) - RECIFE(PE);ARAPIRACA(AL);RECIFE(PE);10301595;22:40:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;ARARIPINA(PE) - NATAL(RN);ARARIPINA(PE);NATAL(RN);10201805;18:30:00;IDA;SABADO;NORDESTE
VIACAO PROGRESSO;ARARIPINA(PE) - NATAL(RN);NATAL(RN);ARARIPINA(PE);10201800;16:00:00;VOLTA;DOMINGO;NORDESTE
VIACAO PROGRESSO;CAJAZEIRAS(PB) - RECIFE(PE) ;RECIFE(PE);CAJAZEIRAS(PB);10302220;21:00:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAJAZEIRAS(PB) - RECIFE(PE) ;RECIFE(PE);CAJAZEIRAS(PB);10402220;21:00:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAJAZEIRAS(PB) - RECIFE(PE) ;CAJAZEIRAS(PB);RECIFE(PE);10402275;20:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAJAZEIRAS(PB) - RECIFE(PE) ;CAJAZEIRAS(PB);RECIFE(PE);10302275;20:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10301265;17:00:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10201265;17:00:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10201250;19:30:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10301250;19:30:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10301265;17:00:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10201265;17:00:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10201250;19:30:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10301250;19:30:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10301265;17:00:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10201265;17:00:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10301250;19:30:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10201250;19:30:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10301265;17:00:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10201265;17:00:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10201250;19:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10301250;19:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10201265;17:00:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10301265;17:00:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10301250;19:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10201250;19:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10301265;17:00:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10201265;17:00:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10301250;19:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10201250;19:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10201265;17:00:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);CAMPINA GRANDE(PB);PETROLINA(PE);10301265;17:00:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10201250;19:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - PETROLINA(PE);PETROLINA(PE);CAMPINA GRANDE(PB);10301250;19:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201410;07:00:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201425;07:00:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201420;09:00:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201435;09:00:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201445;13:00:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201430;13:00:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201410;07:00:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201425;07:00:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201420;09:00:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201435;09:00:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201430;13:00:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201445;13:00:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201440;15:00:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201455;15:00:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201410;07:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201425;07:00:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201420;09:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201435;09:00:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201430;13:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201445;13:00:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201440;15:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201455;15:00:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201410;07:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201425;07:00:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201435;09:00:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201420;09:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201445;13:00:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201430;13:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201455;15:00:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201440;15:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201425;07:00:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201410;07:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201435;09:00:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201420;09:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201445;13:00:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201430;13:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201440;15:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201455;15:00:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201410;07:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201425;07:00:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201435;09:00:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201420;09:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201430;13:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201445;13:00:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201440;15:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201455;15:00:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201425;07:00:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201410;07:00:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201420;09:00:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201435;09:00:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201445;13:00:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201430;13:00:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);RECIFE(PE);CAMPINA GRANDE(PB);10201440;15:00:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE);CAMPINA GRANDE(PB);RECIFE(PE);10201455;15:00:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202985;11:30:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202920;11:30:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10201465;15:00:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10201450;15:00:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202995;19:00:00;IDA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202930;21:00:00;VOLTA;SEXTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202985;11:30:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202920;11:30:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202995;19:00:00;IDA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202930;21:00:00;VOLTA;SABADO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202985;11:30:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202920;11:30:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202995;19:00:00;IDA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202930;21:00:00;VOLTA;DOMINGO;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202985;11:30:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202920;11:30:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202995;19:00:00;IDA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202930;21:00:00;VOLTA;SEGUNDA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202985;11:30:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202920;11:30:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202995;19:00:00;IDA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202930;21:00:00;VOLTA;TERCA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202985;11:30:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202920;11:30:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202995;19:00:00;IDA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202930;21:00:00;VOLTA;QUARTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202985;11:30:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202920;11:30:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);CAMPINA GRANDE(PB);RECIFE(PE);10202995;19:00:00;IDA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CAMPINA GRANDE(PB) - RECIFE(PE) via CAJÁ(PB);RECIFE(PE);CAMPINA GRANDE(PB);10202930;21:00:00;VOLTA;QUINTA-FEIRA;LITORAL
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10202235;07:00:00;IDA;SEXTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10202190;07:00:00;VOLTA;SEXTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10203035;15:00:00;IDA;SEXTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10201940;15:00:00;VOLTA;SEXTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10202235;07:00:00;IDA;SABADO;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10202190;07:00:00;VOLTA;SABADO;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10201940;15:00:00;VOLTA;SABADO;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10203035;15:00:00;IDA;SABADO;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10202190;07:00:00;VOLTA;DOMINGO;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10202235;07:00:00;IDA;DOMINGO;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10201940;15:00:00;VOLTA;DOMINGO;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10203035;15:00:00;IDA;DOMINGO;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10202235;07:00:00;IDA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10202190;07:00:00;VOLTA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10203035;15:00:00;IDA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10201940;15:00:00;VOLTA;SEGUNDA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10202235;07:00:00;IDA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10202190;07:00:00;VOLTA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10203035;15:00:00;IDA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10201940;15:00:00;VOLTA;TERCA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10202190;07:00:00;VOLTA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10202235;07:00:00;IDA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10203055;15:00:00;IDA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10201940;15:00:00;VOLTA;QUARTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10202190;07:00:00;VOLTA;QUINTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);CARUARU(PE);NATAL(RN);10202235;07:00:00;IDA;QUINTA-FEIRA;NORDESTE
VIACAO PROGRESSO;CARUARU(PE) - NATAL(RN);NATAL(RN);CARUARU(PE);10201940;15:00:00;VOLTA;QUINTA-FEIRA;NORDESTE
